ID;Key
357;maroneia
358;knossos
359;lyctus
360;porsula
361;gortyna
362;abdera
363;neapolis_thrake
364;philippoi
365;amphipolis
366;tragilos
367;kydonia
368;polyrrenia
369;sirra
370;tarrha
371;euporia
372;korion
373;thessalonica
374;kalindoia
375;amorgos
376;poteidaia
377;akanthos
378;torone
379;pella_0
380;dion
381;beroia
382;edessa
383;europos_0
384;gortynia
385;tauriana
386;asseros
387;ios
388;gonnoi
389;larissa_0
390;pherai
391;pagasai
392;kasthaneia
393;pelagonia
394;pharsalos
395;pialeia
396;pelinna
397;stobi
398;nea_halos
399;lamia
400;elimia
401;hypate
402;opous
403;oreus
404;olooson
405;stuberra
406;anthedon
407;chalcis
408;arnisa
409;karystos
410;oichalia_euboias
411;herakleia_lynkestis
412;lychidnos
413;oropos
414;keirpara
415;epidamnos
416;athens
417;megara_0
418;korinthos
419;gitana
420;peparethos
421;phoinike
422;apollonia
423;orchomenos
424;delphi
425;dodona
426;thebes
427;sparta
428;methone
429;epidauros_limera
430;gytheion
431;messene
432;mothone
433;lepreon
434;patrai
435;heraia
436;megalopolis
437;seriphos
438;mantinea
439;olympia
440;argos
441;epidauros
442;aigina
443;kythnos
444;aigion
445;dyme_0
446;elis
447;syros
448;stymphalia
449;kleitor
450;kyphanta
451;troizen
452;tenos
453;taposiris
454;thera
455;dimalion
456;thermon
457;naupaktos
458;chaleion
459;leukas
460;zakynthos
461;kefalonia
462;stratos
463;thyrrheion
464;kassope
465;ambrakia
466;oichalia_aitolias
467;orikos
468;thespiai
469;thaumakoi
470;korkyra
471;kythera
472;kea
473;leuktron
474;omphalion
475;herakleia_trachinia
476;passaron
477;serdica
478;seuthopolis
479;kabyle
480;mesembria
481;anchialos
482;apollonia_pontike
483;artales
484;beroe
485;philippopolis
486;viamata
487;bessapara
488;pistiros
489;uskodama
490;zerbai
491;bourdepa
492;fotinovo
493;perperakion
494;oraion
495;tarpodizo
496;kabakle
497;herakleia_sintike
498;scaptopara
499;spinopara
500;memphis
501;heliopolis_0
502;heroopolis
503;bubastis
504;leontopolis
505;klysma
506;cleopatris
507;leonton_polis
508;tanis
509;pelusium
510;daphnai
511;phakoussai
512;letopolis
513;athribis
514;nikiou
515;naukratis
516;alexandria
517;hermopolis_mikra
518;buto
519;sais
520;xois
521;sebennytos
522;diospolis_kato
523;pakhnemounis
524;pharbaithos
525;sile
526;onouphis_ano
527;atarbechis_aphroditopolis
528;isieion
529;kanopos
530;bolbitine
531;psenemphaia
532;chaireon
533;chemmis
534;mendes
535;ostrakine
536;babylon_0
537;panarachthis
538;aphroditopolis
539;krokodilopolis
540;dionysias
541;karanis
542;ankyronpolis
543;neiloupolis
544;herakleopolis
545;oxyrhynchus
546;kynopolis
547;chysis
548;alabastronpolis
549;hermopolis_magna
550;thynis
551;monkanei
552;koussai
553;lykopolis
554;pokis
555;hypsele
556;antaiopolis
557;panopolis
558;tripheion
559;ptolemais_hermeiou
560;thinis
561;polybiane
562;diospolis_1
563;tenthyris
564;kaine
565;ghuzza
566;koptos
567;apollinopolis_mikra
568;petemout
569;diospolis_magna
570;memnonia
571;terkythis
572;hermonthis
573;pathyris
574;latopolis
575;eileithyiopolis
576;apollinopolis_megale
577;omboi
578;dunqash
579;persou
580;myos_hormos
581;semna
582;siqdit
583;berenike
584;vetus_hydreuma
585;lahami
586;sukkari
587;nechesia
588;aristonis
589;falacro
590;novum_hydreuma
591;syene
592;talmis
593;pselkis
594;tachampso
595;kortia
596;aramum
597;tene
598;premis
599;kambousis
600;pachora
601;serra
602;tamania
603;boon
604;semna_nubia
605;noa
606;saye
607;gugo
608;paroa
609;acina
610;prummu
611;orsum
612;direla
613;patigga
614;bagada
615;pago
616;mulon
617;breues
618;urbim
619;segasa
620;arcas
621;tergendum
622;zamnes
623;dumuna
624;mambil
625;cortum
626;napata
627;marru
628;alana
629;sankole
630;scammos
631;gora
632;abale
633;druka
634;darou
635;galim
636;seserem
637;mallo
638;sakolche
639;tadu
640;epis
641;meroe
642;summarum
643;araba
644;naqa
645;kurgus
646;fourth_cataract
647;quei
648;gennesar_0
649;lykabettus_porphyrites
650;drepanum
651;sumita
652;sinus_heroopoliticus
653;sinus_arabicus_0
654;sinus_arabicus_1
655;serapieion
656;rinokoloura
657;bitylion
658;raphia
659;gaza
660;ascalon
661;ashdod
662;iamneia
663;ioppe
664;apollonia_palaistinias
665;stratonos_pyrgos
666;skyamina
667;dora
668;boukolonpolis
669;jellemeh
670;ake_ptolemais
671;kefar_shuni
672;iezreel
673;scythopolis
674;philoteria
675;pella_1
676;salem
677;asochis
678;narbata
679;samaria
680;shekhem
681;characmoba
682;antipatris
683;ephraim
684;jericho
685;lydda
686;emmaous
687;jerusalem
688;thekoa
689;bethar
690;marisa
691;hebron
692;adora
693;thala
694;maon
695;elousa
696;betomolachon
697;nessana
698;sobata
699;eboda
700;mampsis
701;maghara
702;quseima
703;gypsaria
704;aelana
705;sabkah
706;bossia
707;arieldela
708;kalgouia
709;toloha
710;zoara
711;masada
712;aroes
713;livias
714;tyros
715;gadara_judea
716;esbous
717;madaba
718;rabbat_ammon
719;akraba
720;asophon
721;gerasa
722;gadara
723;hippos
724;ankale
725;makna
726;madiama
727;aramaua
728;auara
729;petra
730;adrou
731;mhai
732;adraha
733;abila_dekapoleos
734;bostra
735;canatha_0
736;mothana
737;raphon
738;maked
739;karnaia
740;dan
741;abila
742;kadasa
743;tyrus
744;hammon
745;gelil
746;sarepta
747;sidon
748;berytus
749;brochoi
750;damascus
751;abila_syrias
752;gerra
753;zenopolis
754;palmyra
755;veriaraca
756;cunna
757;oneuatha
758;vallis_alba
759;thelseai
760;iabrouda
761;triparadeisos
762;conna
763;heliopolis_1
764;chamon
765;berothe
766;byblos
767;botrys
768;libanus_mons
769;tripolis
770;cara
771;arca_0
772;kabiosa
773;vicat
774;hemesa
775;heliaramia
776;otthara
777;amathe
778;raphaneia
779;arados
780;carne
781;larissa_1
782;pharnake
783;bargylus_mons
784;sigon
785;tell_soukas
786;leuke_akte
787;beloi
788;posideion
789;palaeopolis
790;antigoneia
791;darkus
792;trapezon
793;gindaros
794;cyrrhus
795;myriandros
796;issus
797;chalcis_ad_belum
798;hadad
799;occaraba
800;gennaes
801;helela
802;oriza
803;resafa
804;soura
805;amphipolis_syrias
806;birtha_0
807;bambyce
808;beselatha
809;europos_1
810;zeugma
811;doliche
812;aliareia
813;anasartha
814;barbalissus
815;seriane
816;theleda
817;batnai
818;adma
819;carrhae
820;sahlala
821;resaina
822;nabada
823;shadikanni
824;qatnu
825;magdalu
826;appadana
827;circesium
828;terqa
829;doura
830;nisibis_0
831;singara
832;taidu
833;pinaka
834;satalka
835;hatra
836;samosata
837;tharsa
838;charmodara
839;nymphaios
840;arsameia
841;arkathiokerta
842;tigranocerta
843;chlomaron
844;antiochia_arabis
845;martyropolis
846;cymiza
847;dausara
848;alagma
849;ballatha
850;amsareddi
851;ammattha
852;chaonia
853;ichnae
854;ganaba
855;siphrios
856;sardeoua
857;sitai
858;rhandeia
859;dadima
860;anzitene
861;apqu
862;nineveh
863;balad
864;dur_sharrukin
865;gaugamela
866;bavian
867;shapur
868;dhahir
869;riskephas
870;izala_mons
871;marde
872;ammodios
873;hassu
874;thannuris
875;zagurae
876;qarassas
877;barsalium
878;arsinia
879;barbare
880;arbela
881;kilizu
882;kalhu
883;ashur
884;arrapha
885;lashom
886;nuzi
887;arzuhin
888;lahir
889;me_turnat
890;gubba
891;birtha_1
892;dura
893;samarra
894;maskin
895;awana
896;artemita
897;daskara
898;nahrawan
899;bagdata
900;dur_kurigalzu
901;aswad
902;misiche
903;kerbala
904;idu
905;bechchouphrein
906;anatho
907;haradu
908;hindanu
909;naarda
910;sippar
911;seleucia_magna
912;ctesiphon
913;vologesias
914;opis
915;cutha
916;girumu
917;kish
918;babylon_1
919;borsippa
920;dilbat
921;marad
922;aqola
923;qadissiyya
924;aberta
925;shemali
926;sumaka
927;skaphe
928;deru
929;nippur
930;kuara
931;isin
932;dabrum
933;apamea_ad_tigridem
934;kashkar
935;girsu
936;fara
937;uruk
938;nina
939;larsa
940;alexandria_susiana
941;forat
942;apologos
943;soloke
944;akkaz
945;taryana
946;shushan
947;choaspes
948;dizpul
949;bendosaboron
950;sostrate
951;elymais
952;tisiyan
953;bijan
954;haditha
955;kar_tukulti_ninurta
956;ajri
957;turshan
958;kurh_u_kich
959;syarazur
960;zibliyat
961;adab
962;khay
963;failaka
964;teredon
965;apphana
966;samangan
967;urzan
968;eridu
969;darak
970;abara
971;ampe
972;arac
973;bakusaya
974;cossaea
975;cissia
976;lawami
977;shahraban
978;taraichiya
979;mandali
980;dorista
981;kelonai
982;yazdigird
983;paikuli
984;hazza
985;ishkewt
986;grai_darki
987;zoaranda
988;thospia
989;nymphaeum
990;elegoana
991;arest
992;balales_pass
993;calata
994;ashtishat
995;molchia
996;alouaka
997;kotorodz
998;artemita_vaspurakan
999;hayk
1000;emporiae
1001;rhoda
1002;iuncaria
1003;blandae
1004;lauro_iberias
1005;auso
1006;kallipolis_iberias
1007;rubricatum
1008;sebendounon
1009;tarraco
1010;ilerda
1011;celsa
1012;dertosa
1013;salduba
1014;osca
1015;bilbilis
1016;calagurris_iulia
1017;oiasso
1018;numantia
1019;clunia
1020;aracillum
1021;palantia
1022;segovia
1023;mantua_carpetania
1024;toletum
1025;consabura
1026;laminium
1027;libisosa
1028;valeria
1029;saguntum
1030;valentia_0
1031;hemeroskopeion
1032;portus_sucronis
1033;akra_leuke
1034;ilici
1035;thiar
1036;mastia
1037;alonis
1038;ilorci
1039;asso
1040;begastrum
1041;intercatia
1042;brigaecium
1043;ocelum_duri
1044;lancia
1045;asturicia
1046;salmantica
1047;lucus
1048;forum_limicorum
1049;mirobriga_lusitania
1050;aquae_flaviae
1051;bracara_augusta
1052;subur
1053;antistiana
1054;gerunda
1055;sigarra
1056;setelsis
1057;lesos
1058;orgia
1059;urgellum
1060;ioulia_libika
1061;ad_septimum
1062;ad_novas_iberia
1063;oleastrum
1064;keresos
1065;caum
1066;mendiculeia
1067;labitolosa
1068;aeso
1069;ager
1070;gallika_phlaouia
1071;presuina
1072;gallicum
1073;bortina
1074;forum_gallorum
1075;fibularia
1076;iacca
1077;iluberis
1078;pompelo
1079;ad_vicensi
1080;segia
1081;carta
1082;andelos
1083;aracaeli
1084;beturri
1085;barbariana
1086;tritium_magallum
1087;vareia
1088;ilurcis
1089;cascantum
1090;tertakom
1091;augustobriga
1092;ouisontion
1093;nova_augusta
1094;auca
1095;atiliana
1096;vindeleia
1097;salionka
1098;veleia
1099;gebala
1100;tritium
1101;belegia
1102;bravum
1103;segisama_iulia
1104;segontia_paramika
1105;ouxama_barka
1106;flaviobriga
1107;brigensium
1108;veseiasueca
1109;maggiaviensium
1110;camarica
1111;equosera
1112;caiellum
1113;pallontion
1114;gigia
1115;ad_mare
1116;lucus_asturum
1117;memoriana
1118;flavionavia
1119;legio_gemina
1120;vallata
1121;interamnium
1122;spadonium
1123;mons_rubeum
1124;paesicia
1125;villadonga
1126;luggonia
1127;bergidum_flavium
1128;uttaris
1129;caranicum
1130;flavium_brigantium
1131;phlaouia_lambris
1132;arronia
1133;varrinia
1134;varina_marinia
1135;cibarcia
1136;aviliobris
1137;artabron_limen
1138;noouion
1139;assegonia
1140;brevis
1141;aquae_quintinae
1142;castellum_meidunium
1143;baedia
1144;skodra
1145;gemestarum
1146;interamicia
1147;lougia
1148;aquae_gallaecia
1149;ad_duos_pontes
1150;vicus_spacorum
1151;limia
1152;aquis_querquennis
1153;salacia_aebocosia
1154;aquae_originae
1155;germinae
1156;vicus_vagornicensis
1157;baniensium
1158;cobelcorum
1159;polibedenses
1160;sentice
1161;sibaris
1162;bletsima
1163;zoelarum
1164;veniatia
1165;nemetobriga
1166;gigurria
1167;zoelia
1168;pettavonium
1169;argentiolum
1170;relicta_asturia
1171;praterion
1172;vicus_aquarius
1173;arboukale
1174;amallobriga
1175;septimanca
1176;nivaria
1177;cauca
1178;comeniaca
1179;vettonia_relicta
1180;vettonia_deserta
1181;gella
1182;balneos
1183;vaccaeia_deserta
1184;vaccaeia_relicta
1185;camala
1186;viminacium
1187;lacobriga
1188;autraca
1189;lateremum
1190;pampligua
1191;rauda
1192;pintia
1193;confluentia
1194;avila
1195;miaccum
1196;tullium
1197;ad_lippos
1198;coloricum
1199;platanus
1200;vettonia_superioris
1201;vettonia_inferioris
1202;vaddua
1203;titulcia
1204;ioppe_iberia
1205;carpetana_luga
1206;complutum
1207;caracca
1208;vicus_cuminarius
1209;segobriga
1210;opta
1211;ocules
1212;sermonae
1213;segeda
1214;carae
1215;agiria
1216;urbiaca
1217;lobeton
1218;voluca
1219;uxama_argaela
1220;aquae_bilbitonorum
1221;arcobriga
1222;okilis
1223;segontia
1224;loutia
1225;tucris
1226;mallia
1227;lagni
1228;colenda
1229;confluenta_celtiberia
1230;bellia_desolata
1231;bellia_relicta
1232;bellia_inferioris
1233;bellia_superioris
1234;edeta
1235;sebelaci
1236;arcus
1237;edetania_centralis
1238;lautumiae
1239;indibilis
1240;etobesa
1241;otobesa
1242;lassira
1243;sedetania
1244;roburum
1245;rubium
1246;dentum
1247;columbarium
1248;setabis
1249;ad_aras
1250;sucro
1251;segisa
1252;ilounon
1253;elotana
1254;salika
1255;saltigi
1256;parietinae
1257;mentesa
1258;mariana_lobetania
1259;fortuna
1260;iaspis
1261;ad_putea_0
1262;ad_palem
1263;incusum
1264;contestania_maior
1265;contestania_minor
1266;edetania_inferioris
1267;edetania_superioris
1268;egelesta
1269;pons_rugio
1270;alces
1271;caput
1272;domum
1273;ficariensis_locus
1274;longuntica
1275;elioucroca
1276;baria
1277;ad_morum
1278;urci
1279;tutugi
1280;tagili
1281;basti
1282;murgi
1283;abdarat
1284;aboula
1285;accis
1286;ilugo
1287;salaria
1288;lamecum
1289;tongobriga
1290;aravorum
1291;langobriga
1292;visseria
1293;aeminium
1294;conimbriga
1295;areocelum
1296;elboconis
1297;collippo
1298;sellium
1299;centum_cellas
1300;vicus_veniensis
1301;igaeditania
1302;ocelum
1303;herminium
1304;caellonico
1305;capera
1306;lama
1307;caurium
1308;aritium
1309;vicus_carnalocensis
1310;ammaia
1311;tongorigum
1312;castra_cecilia
1313;tubucci
1314;scallabis
1315;aritium_praetorium
1316;eburobrittium
1317;arabriga
1318;barbarion
1319;olisipo
1320;malateca
1321;caetobriga
1322;salacia
1323;ebora
1324;mirobriga_couneia
1325;pax_iulia
1326;metallum_vipescense
1327;calanta
1328;sefiana
1329;taporia
1330;patulus_portus
1331;arandis
1332;myrtilis
1333;portus_cibilis
1334;ossonoba
1335;baal_saphon
1336;mirobigensia
1337;couneia
1338;tartessia
1339;praesidium
1340;ad_rubras
1341;tartessos
1342;menesthei_portus
1343;nabrissa
1344;gadir
1345;mergablum
1346;asido
1347;baelo
1348;carteia
1349;onoba
1350;lacippo
1351;turirecina
1352;ocuri
1353;urgia
1354;carissa
1355;hispalis
1356;italica
1357;osset
1358;olontigi
1359;ilpulla
1360;lucurgentum
1361;suel
1362;malaca
1363;cartima
1364;arunda
1365;nescania
1366;menova
1367;saxetanum
1368;irni
1369;urso
1370;basilippo
1371;astigi
1372;segida
1373;naeva
1374;carmo
1375;lauro
1376;sabetanum
1377;corduba
1378;epora
1379;sucia
1380;isiturgis
1381;castulo
1382;vivatia
1383;iliturgis
1384;baecula
1385;elvira
1386;claritas_iulia
1387;ituci
1388;anticaria
1389;ad_gemellas
1390;igabrum
1391;cisimbrium
1392;antecaria
1393;ipolcobulcola
1394;iliturgicola
1395;tucci
1396;vergilia
1397;ebura
1398;calecula
1399;baesucci
1400;augusta_emerita
1401;ugultunia
1402;perceiana
1403;caspiana
1404;flavium_velares
1405;regina
1406;artigi
1407;iulipa
1408;phornakis
1409;munigua
1410;curiga
1411;iporca
1412;lacunis
1413;serpentum
1414;fodinae
1415;tharsis
1416;fons_siccus
1417;arucci
1418;seria
1419;turdulia_inferioris
1420;varna
1421;luserium
1422;ad_muratum
1423;evandriana
1424;dipo
1425;ad_atrum_flumen
1426;budua
1427;matsuarum
1428;celtica_superioris
1429;celtica_inferioris
1430;ad_fines_hiberiae
1431;ad_sorores
1432;norba_1
1433;tourmogon
1434;tamusia
1435;lacipea
1436;metellinum
1437;augustobriga_vettonia
1438;caesarobriga
1439;mirobriga
1440;baedro
1441;mellaria
1442;mariana_baetica
1443;edeba
1444;solia
1445;kodrion
1446;ad_decimum
1447;marianus_mons
1448;carcuvium
1449;oretum
1450;ad_turres
1451;ad_murum
1452;alaba
1453;byzantion
1454;brutobriga
1455;satella
1456;pilonicoria
1457;solicia_carpetania
1458;dunites
1459;messicia
1460;sattalicia
1461;bocouriqua
1462;catonita
1463;solorbes
1464;ebusus
1465;palma
1466;guium
1467;pollentia_0
1468;tuci
1469;mago
1470;cossyra
1471;melita
1472;liparae
1473;sinus_arabicus_2
1474;sinus_arabicus_3
1475;sinus_arabicus_4
1476;sinus_arabicus_5
1477;sinus_arabicus_6
1478;sinus_arabicus_7
1479;sinus_arabicus_8
1480;sinus_arabicus_9
1481;sinus_arabicus_10
1482;sinus_arabicus_11
1483;sinus_arabicus_12
1484;sinus_arabicus_13
1485;sinus_arabicus_14
1486;sinus_arabicus_15
1487;sinus_arabicus_16
1488;sinus_arabicus_17
1489;fretum_diodorus
1490;sinus_arabicus_18
1491;sinus_arabicus_19
1492;sinus_arabicus_20
1493;sinus_arabicus_21
1494;sinus_arabicus_22
1495;sinus_arabicus_23
1496;sinus_arabicus_24
1497;sinus_arabicus_25
1498;sinus_arabicus_26
1499;sinus_arabicus_27
1500;chauon
1501;naxouana
1502;tasuk
1503;salamas
1504;gazrik
1505;arziyayad_tepe
1506;ormi
1507;sormanabad_tepe
1508;balajuk_tepe
1509;siraganon
1510;shno
1511;qalatgah
1512;sagapeni
1513;barozha
1514;fakhrikah
1515;gazaka
1516;gomarga
1517;matiania
1518;kuh_i_chorblach
1519;qalat
1520;bonab_qaleh
1521;akra_rudh
1522;godjer
1523;phraaspa
1524;qara_sheshen
1525;gurqaleh
1526;tawres
1527;yanik_tepe
1528;morounda
1529;darman
1530;halaqu_qaleh
1531;malejin
1532;zarawand
1533;qara_zia_eddin_tepe
1534;bastam
1535;qiz_chakhlu
1536;khezerlu_qaleh
1537;nuarsak
1538;sanora
1539;gavur_qaleh
1540;parakan
1541;oghlu_qaleh
1542;arxata
1543;siah_qaleh
1544;catispi
1545;barun_qaleh
1546;shawarshan
1547;keshmesh
1548;sangar_qaleh
1549;teroua
1550;verahram_qaleh
1551;hajestan_qaleh
1552;adjalu
1553;dashband
1554;ziwiye
1555;shiz
1556;giaur
1557;chahar_taq
1558;karaftu
1559;aladagh_qaleh
1560;andzevatsik
1561;mardastan
1562;isumbo
1563;acachia
1564;colchion
1565;shahi_island
1566;didima
1567;bagauna
1568;hariza
1569;paracata
1570;armaouira
1571;artaxata
1572;doubios
1573;gorneae
1574;pylai_kelishinias
1575;erebuni
1576;kainepolis_syracene
1577;motene
1578;orontes
1579;ashnak
1580;katnakhpyur
1581;eruandashat
1582;ani_0
1583;dzhrapi
1584;utidorsi
1585;shirakavan
1586;hokhmik
1587;vardbach
1588;kamo
1589;atarbegian
1590;dzhrarat
1591;karchakhpyur
1592;akunk
1593;miyana
1594;kangavar
1595;ecbatana
1596;deh_bozan
1597;konkobar
1598;bagistana
1599;denabaran
1600;marah
1601;nikaia_nialia
1602;korine
1603;zagrou_pylai
1604;phoinikon
1605;gezlu
1606;berdatekh
1607;idzhevan
1608;berd
1609;kariglukh
1610;sary_tepe
1611;sagarejo
1612;tbilisi
1613;shalat
1614;sigan
1615;balaberd
1616;kapan
1617;nakorzan
1618;mish
1619;dish
1620;aharawan
1621;arvandj
1622;seqindel
1623;arevik
1624;chaharla
1625;kuh_i_bolagh
1626;mishkinshahr
1627;ardabil
1628;piri
1629;shorbulaq
1630;langarkanan
1631;spandaran
1632;balanrot
1633;absheron
1634;kamachia
1635;nyudi
1636;chabala
1637;mingechaur
1638;warthan
1639;amaras
1640;tigranakert
1641;gumbati
1642;bagawan
1643;samukh
1644;paytakaran
1645;shaki
1646;gardman
1647;salyan
1648;ghizil_agaj
1649;masalas
1650;sisakan_inferior
1651;shahargah
1652;talish
1653;kalymnos
1654;mochi
1655;kaladasht
1656;zakatala
1657;telavi
1658;shilda
1659;lagodekhi
1660;cambysene
1661;arash
1662;lupenia
1663;vaykunik
1664;arank
1665;parsakank
1666;koght
1667;aghahechk
1668;vayots_dzor
1669;chahuk
1670;partaw
1671;southwest_arran
1672;southeast_arran
1673;iberian_gates
1674;cumania
1675;pharan
1676;meschistha_harmozike
1677;algeti
1678;seusamora
1679;kavtiskhevi
1680;zalissa
1681;aragvispiri
1682;rhaithou
1683;aghaiani
1684;ain_hudera
1685;uplistsikhe
1686;samshvilde
1687;jhinvali
1688;nuweiba
1689;urbnisi
1690;zghuderi
1691;dedoplis
1692;tskhinvali
1693;horeb_mons
1694;surium
1695;borjomi
1696;leukothea
1697;akhaltsikhe
1698;sinara
1699;mzetamze
1700;zekari_pass
1701;goderdzi_pass
1702;javakheti
1703;bori
1704;sarapanis
1705;skandis
1706;rhodopolis
1707;kotais
1708;tell_el_mashraba
1709;naqb_jedid
1710;sina_meridionalis
1711;telephis
1712;antinum
1713;nuceria
1714;onogouris
1715;archaiopolis
1716;abellinum
1717;chaladidi
1718;aeclanum
1719;avitacum
1720;phasis
1721;fines
1722;vashnari
1723;pichvnari
1724;apasidam
1725;bathys_limen
1726;apsaros_0
1727;kissa_0
1728;morthoula
1729;athenai_pontikai
1730;rhizaion
1731;ophis
1732;hyssos
1733;pisingara
1734;trapezous
1735;ergeta
1736;vagharshakert
1737;ziganne
1738;gyenos
1739;tqvarcheli
1740;tzibile
1741;dioscurias
1742;anakopia
1743;pityous
1744;karana_0
1745;masaitike
1746;itkhvissi
1747;gymnias
1748;modinakhe
1749;brili
1750;klukhor_pass
1751;barantea
1752;chorzene
1753;kola
1754;artahan
1755;colit
1756;artanuji
1757;kaballa
1758;pharangion
1759;sper
1760;sinoria
1761;charton
1762;bagariza
1763;tareina
1764;bizana
1765;koubina
1766;arane
1767;eriza
1768;til
1769;sabos
1770;satala
1771;analibna
1772;sediska
1773;zigana
1774;samothrake
1775;magnana
1776;arauraka
1777;klaneos
1778;chorsabia
1779;olotoedariza
1780;artanada
1781;basgoedariza
1782;dasteira
1783;anniaka
1784;klibanos
1785;ilistra
1786;sauronisena
1787;danai
1788;nora_0
1789;syderos
1790;komana_pontike
1791;ibora
1792;kabeira
1793;side_pontike
1794;korama
1795;kotyora
1796;arasaxa
1797;koralla
1798;kerasous
1799;mazaka
1800;soandos
1801;matouasko
1802;euagina
1803;herpha
1804;boinasa
1805;anisa
1806;themiskyra
1807;amisos
1808;metropolis
1809;gadilon
1810;zaliches
1811;parnassos
1812;sinope
