culture_group_tag	culture_group	culture_tag	culture	language	language_family
ir_celt_iberia_g	Celtiberian	ir_vettonian	Vettonian	ir_lusitanian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_carpetanian	Carpetanian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_celtiberian	Celtiberi	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_lobetanian	Lobetanian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_sedetanian	Sedetanian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_vaccaeian	Vaccaean	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_asturian	Asturian	ir_gallaecian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_callaecian	Callaecian	ir_gallaecian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_vardulian	Vardulian	ir_gallaecian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_cantabrian	Cantabrian	ir_gallaecian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_couneian	Cynetian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_oppidanian	Oppidanian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_autrigonian	Autrigonian	ir_gallaecian_lang	ir_celt_iberia_family
ir_celt_iberia_g	Celtiberian	ir_elesycian	Elesycian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celto_pannonian_group_g	Galatian	ir_galatian	Galatian	ir_celtiberian_lang	ir_celt_iberia_family
ir_celto_pannonian_group_g	Galatian	ir_tylian	Tylian	ir_celtiberian_lang	ir_celt_iberia_family
ir_dacia_group_g	Dacian	ir_dacian	Albocensian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_getian	Getian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_harpii	Carpian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_costoboci	Costobocian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_buridavensi	Buridavensian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_caucoensi	Caucoensian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_ratacensi	Ratacensian	ir_dacian_lang	ir_dacia_family
ir_dacia_group_g	Dacian	ir_biephi	Biephian	ir_dacian_lang	ir_dacia_family
ir_east_levantine_g	Aramaic	ir_aramaic	Aramaic	ir_aramaic_lang	ir_east_levantine_family
ir_east_levantine_g	Aramaic	ir_assyrian	Assyrian	ir_assyrian_lang	ir_east_levantine_family
ir_east_levantine_g	Aramaic	ir_babylonian	Babylonian	ir_babylonian_lang	ir_east_levantine_family
ir_east_levantine_g	Aramaic	ir_cardukoi	Cardukoi	ir_assyrian_lang	ir_east_levantine_family
ir_gaelic_g	Gaelic	ir_hibernian	Hibernian	ir_goidelic_lang	ir_britannic_family
ir_gaelic_g	Gaelic	ir_manavian	Manavian	ir_goidelic_lang	ir_britannic_family
ir_gallic_g	Gallic	ir_aremorican	Aremorican	ir_armorican_dialect	ir_britannic_family
ir_gallic_g	Gallic	ir_lepontic	Lepontic	ir_lepontic_lang	ir_gallic_family
ir_gallic_g	Gallic	ir_vindelician	Vindelician	ir_helvetian_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_helvetian	Helvetian	ir_helvetian_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_biturigan	Biturigan	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_volcae	Volcaean	ir_narbonese_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_salluvian	Salluvian	ir_narbonese_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_haedui	Haedui	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_carnuti	Carnuti	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_santonian	Santonian	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_lemovician	Lemovician	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_pictonian	Pictonian	ir_armorican_dialect	ir_britannic_family
ir_gallic_g	Gallic	ir_aulercian	Aulercian	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_arverni	Arvernian	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_celtic_pannonian	Scordiscian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_letobician	Letobician	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_carnian	Carnian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_noric	Noric	ir_helvetian_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_boian	Boian	ir_helvetian_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_eravisci	Eraviscian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_cotinian	Cotinian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_treverian	Treverian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_sennonian	Sennonian	ir_central_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_ubian	Ubian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_allobrogian	Allobrogian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_gallic_g	Gallic	ir_teurian	Teurian	ir_eastern_gaulish_dialect	ir_gallic_family
ir_germanic_g	Germanic	ir_saxonian	Saxonian	ir_saxon_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_anglian	Anglian	ir_saxon_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_reudingian	Reudingian	ir_north_germanic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_teutonian	Teutonian	ir_saxon_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_cimbrian	Cimbrian	ir_north_germanic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_herulian	Herulian	ir_gothic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_rugian	Rugian	ir_gothic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_helveconian	Helveconian	ir_suebian_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_bastarnae	Bastarnaean	ir_suebian_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_gutones	Gutoni	ir_gothic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_suiones	Suioni	ir_north_germanic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_vandal	Vandalic	ir_gothic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_raumarician	Raumarician	ir_north_germanic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_irminonic	Irminonic	ir_suebian_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_istvaeonic	Istvaonic	ir_suebian_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_ingvaeonic	Ingvaeonic	ir_saxon_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_suebian	Suebian	ir_suebian_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_lemovian	Lemovian	ir_gothic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_gothonic	Gothonic	ir_gothic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_frisian	Frisian	ir_saxon_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_scandian	Scandian	ir_north_germanic_lang	ir_germanic_family
ir_germanic_g	Germanic	ir_indo_germanic	Indo-Germanic	ir_suebian_lang	ir_germanic_family
ir_hellenic_g	Hellenistic	ir_macedonian	Macedonian	ir_macedonian_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_italiotian	Italiote	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_thracian	Propontic	ir_thracian_lang	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_cretan	Cretan	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_achaean	Achaean	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_argolian	Argolian	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_arcadian	Arcadian	ir_arcado_cypriot_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_epirote	Epirote	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_boeotian	Boeotian	ir_aeolic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_peloponnesian	Lacedaemonian	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_athenian	Athenian	ir_attic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_euboean	Euboean	ir_ionic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_aetolian	Aetolian	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_aegean	Aegean	ir_ionic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_greco_pontic	Pontic	ir_koine_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_greco_indian	Greco-Indian	ir_koine_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_aeolian	Aeolian	ir_aeolic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_troan	Troan	ir_aeolic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_ionian	Ionian	ir_ionic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_cypriot	Cypriot	ir_arcado_cypriot_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_thessalian	Thessalian	ir_aeolic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_bosporan	Bosporan	ir_koine_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_syracusan	Siceliote	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_cyrenaican	Cyrenaican	ir_doric_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_massalian	Massalian	ir_ionic_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_pamphylian	Pamphylian	ir_pamphylian_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_syriote	Syriote	ir_koine_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_ciliciote	Ciliciote	ir_koine_dialect	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_carian	Carian	ir_carian_lang	ir_hellenic_family
ir_hellenic_g	Hellenistic	ir_enetoian	Enetoian	ir_paphlagonian_lang	ir_anatolian_family
ir_hellenic_g	Hellenistic	ir_hellenistic	Hellenic	ir_koine_dialect	ir_hellenic_family
ir_iberia_g	Iberian	ir_oretanian	Oretanian	ir_tartessian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_contestanian	Contestanian	ir_edetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_bastetanian	Bastetanian	ir_tartessian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_ilercavonian	Ilercavonian	ir_edetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_edetanian	Edetanian	ir_edetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_lacetanian	Lacetanian	ir_lacetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_indiketian	Indiketian	ir_lacetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_ausetanian	Ausetanian	ir_lacetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_turdetanian	Turdetanian	ir_turdetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_turdulian	Turdulian	ir_turdetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_ilergetian	Ilergetian	ir_lacetanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_vasconian	Vasconian	ir_aquitanian_lang	ir_iberia_family
ir_iberia_g	Iberian	ir_aquitani	Aquitanian	ir_aquitanian_lang	ir_iberia_family
ir_illyrian_group_g	Illyrian	ir_taulantian	Taulantian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_abrian	Abrian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_dardanian	Dardanian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_greco_illyrian	Dalmatian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_liburnian	Liburnian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_liburnian_culture	Liburnian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_catari	Catarian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_deraemestian	Deraemestian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_deurian	Deurian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_messapian	Messapian	ir_messapic_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_paeonian	Paeonian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_pannonian	Pannonian	ir_illyrian_lang	ir_illyrian_family
ir_illyrian_group_g	Illyrian	ir_iapodian	Iapodian	ir_illyrian_lang	ir_illyrian_family
ir_indian_g	Dravidian	ir_kannadan	Kannadan	ir_kannada_lang	ir_indian_family
ir_indian_g	Dravidian	ir_kuntalan	Kuntalan	ir_kannada_lang	ir_indian_family
ir_indian_g	Dravidian	ir_alupan	Alupan	ir_kannada_lang	ir_indian_family
ir_indian_g	Dravidian	ir_tamil	Tamil	ir_tamil_lang	ir_indian_family
ir_indian_g	Dravidian	ir_cholan	Cholan	ir_tamil_lang	ir_indian_family
ir_indian_g	Dravidian	ir_cheran	Cheran	ir_tamil_lang	ir_indian_family
ir_indian_g	Dravidian	ir_pandyan	Pandyan	ir_tamil_lang	ir_indian_family
ir_indian_g	Dravidian	ir_telugu	Telugu	ir_telugu_lang	ir_indian_family
ir_indian_g	Dravidian	ir_andhran	Andhran	ir_telugu_lang	ir_indian_family
ir_indian_g	Dravidian	ir_assaka	Assakan	ir_prakrit_lang	ir_aryan_family
ir_latin_g	Italic	ir_roman	Roman	ir_latin_lang	ir_latin_family
ir_latin_g	Italic	ir_venetic	Venetic	ir_venetic_dialect	ir_latin_family
ir_latin_g	Italic	ir_ligurian	Ligurian	ir_ligurian_dialect	ir_latin_family
ir_latin_g	Italic	ir_etruscan	Etruscan	ir_etruscan_lang	ir_latin_family
ir_latin_g	Italic	ir_rhaetian	Rhaetian	ir_rhaetian_dialect	ir_latin_family
ir_latin_g	Italic	ir_umbrian	Umbrian	ir_umbrian_lang	ir_latin_family
ir_latin_g	Italic	ir_samnite	Sabellian	ir_oscan_lang	ir_latin_family
ir_latin_g	Italic	ir_siculian	Siculian	ir_siculian_lang	ir_latin_family
ir_latin_g	Italic	ir_bruttian	Bruttian	ir_oscan_lang	ir_latin_family
ir_latin_g	Italic	ir_lucanian	Lucanian	ir_oscan_lang	ir_latin_family
ir_latin_g	Italic	ir_histrian	Histrian	ir_venetic_dialect	ir_latin_family
ir_meroitic_group_g	Nubian	ir_meroitic	Meroitic	ir_meroitic_lang	ir_meroitic_family
ir_meroitic_group_g	Nubian	ir_lower_nubian	Kerman	ir_nubian_lang	ir_meroitic_family
ir_meroitic_group_g	Nubian	ir_napatan	Napatan	ir_meroitic_lang	ir_meroitic_family
ir_north_african_g	Egyptian	ir_egyptian	Memphite	ir_egyptian_lang	ir_north_african_family
ir_north_african_g	Egyptian	ir_upper_egyptian	Thebaic	ir_egyptian_lang	ir_north_african_family
ir_north_african_g	Egyptian	ir_middle_egyptian	Faiyumic	ir_egyptian_lang	ir_north_african_family
ir_north_african_g	Egyptian	ir_oasis_egyptian	Oasitae	ir_egyptian_lang	ir_north_african_family
ir_numidian_g	Numidian	ir_numidian	Numidian	ir_numidian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_gaetulian	Gaetulian	ir_gaetulian_lang	ir_aksumite_family
ir_numidian_g	Numidian	ir_melanogaetulian	Melanogaetulian	ir_gaetulian_lang	ir_aksumite_family
ir_numidian_g	Numidian	ir_socossian	Maurian	ir_numidian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_massaesylian	Massaesylian	ir_numidian_lang	ir_numidian_family
ir_numidian_g	Numidian	ir_massylian	Massylian	ir_numidian_lang	ir_numidian_family
