5	ANG	Anglia
5	APU	Apulia
5	ARC	Arecomicia
5	ASC	Auscia
5	AUG	Autrigonia
5	AYY	Ay
5	BIT	Bithynia
5	BLD	Gymnaesia
5	BRT	Bruttia
5	BUR	Burgundia
5	CHC	Chaucia
5	CLU	Caluria
5	CMI	Aulercia
5	CRS	Cheruscia
5	CTL	Catalaunia
5	CTR	Caturigia
5	DEM	Demetia
5	EBL	Elbocoria
5	EPA	Ilvatia
5	EUD	Eudosia
5	GRM	Garmania
5	GWN	Gwanara
5	HIS	Istria
5	HVI	Helvia
5	KHT	Khotan
5	KSA	Kucha
5	LBT	Lobetania
5	LEU	Leuonia
5	LSN	Lusonia
5	MCM	Marcomannia
5	MDB	Mandubia
5	MSP	Messapia
5	OXU	Oxuaioia
5	PAE	Paesuria
5	QDA	Qedar
5	RAT	Ratacensia
5	RDO	Redonia
5	RGG	Rugia
5	SGL	Segusiavia
5	SHU	Shule
5	SND	Sindica
5	SVC	Sevacia
5	SXS	Frisia
5	TDI	Turmodigia
5	TIT	Teutonia
5	TLG	Tulingia
5	TPL	Tapolia
5	TRB	Tarbellia
5	TTH	Tithia
5	VNN	Licatia
5	VRB	Verbigenia
4	ABC	Albicia
4	ABI	Abria
4	ADO	Adoulia
4	BCI	Breucia
4	BDU	Beduniensia
4	BLR	Balaria
4	BLV	Bellovacia
4	BMB	Bambyce
4	BRE	Ambisontia
4	BRG	Bregantia
4	CAC	Caucoensia
4	CAV	Carvetia
4	CHS	Chersonesus
4	CIO	Curiosolita
4	CLO	Calontiensia
4	CLT	Caletia
4	CRI	Caristia
4	CUT	Ceutronia
4	DAN	Dania
4	DOA	Duitiquia
4	DRI	Daorsia
4	ESO	Estionia
4	EUB	Eretria
4	FOS	Fosia
4	FRE	Frentania
4	GTH	Gothonia
4	GUN	Genuatia
4	IGD	Igaedetania
4	LXV	Lexovia
4	MAS	Massilia
4	MLY	Malaya
4	MTS	Mantasania
4	OBE	Olbe
4	OLB	Olbia
4	PAA	Paeonia
4	PIE	Picentia
4	PRB	Parambu
4	REU	Reudignia
4	SBZ	Sibuzatia
4	SGS	Saguntinia
4	SIR	Siluria
4	SLO	Saloia
4	SLV	Salluvia
4	SNI	Senones
4	SRB	Sorbonia
4	SSS	Suessionia
4	SUD	Sudinoia
4	TIG	Tigurinia
4	VCT	Vocatia
4	VMD	Viromanduia
4	YEH	Yeha
4	ZLA	Zoelia
3	ADR	Andros
3	AGR	Angrivaria
3	AKR	Akarnania
3	AMC	Amacia
3	AMI	Armistia
3	ARG	Argos
3	AVA	Aravia
3	AVO	Avionia
3	BIG	Bigerrionia
3	BOE	Boeotia
3	BRC	Bracaria
3	BTU	Viviscia
3	BYZ	Byzantion
3	CAL	Caledonia
3	CAN	Carnonacia
3	CCS	Cocosatia
3	CNS	Consorannia
3	CVI	Cavia
3	DNQ	Duniquia
3	EPO	Emporion
3	ESV	Esuvia
3	FNT	Friniatia
3	GGR	Gigurria
3	HNY	Heniochia
3	ISO	Istros
3	ISU	Isauria
3	KAK	Kaukonia
3	KIB	Kibyratia
3	KNI	Knidos
3	KOS	Kos
3	LAR	Larandia
3	LCC	Lancientia
3	LCN	Lanciensia
3	LOL	Loulan
3	LVA	Lemovia
3	MAD	Maedia
3	MAT	Mastia
3	MOC	Moeniccia
3	MSE	Messenia
3	NRI	Neria
3	OEO	Oinoandia
3	OML	Ormelia
3	PAS	Parisia
3	PHA	Issa
3	PHI	Phasis
3	PSC	Paesicia
3	RUG	Grania
3	SAB	Sabinia
3	SDI	Serdia
3	SDT	Sedetania
3	SLC	Solicia
3	SLG	Selgia
3	SLI	Selinia
3	SPT	Superatia
3	TLS	Taluria
3	TMC	Tamaricia
3	TOU	Tougenia
3	TRS	Tarusatia
3	TRZ	Trapezous
3	TXL	Taexalia
3	TYS	Tyras
3	VDL	Aetelrugia
3	VTN	Venetia
2	ABL	Ambladia
2	ABM	Ambiania
2	ABO	Albionia
2	ACO	Achola
2	AEB	Aebocosia
2	AEL	Aelariquia
2	AKY	Arykandia
2	AMB	Ambarria
2	APL	Apollonia Pontica
2	ARA	Arados
2	ARR	Arronia
2	AST	Astakos
2	AVG	Avariginia
2	BAN	Baniensia
2	BED	Baedia
2	BGA	Brigantes
2	BLN	Blendia
2	CAU	Caucia
2	CGN	Cugernia
2	CLA	Calactea
2	CLD	Caladunia
2	CON	Cornavia
2	COP	Coporia
2	COR	Coriondia
2	DAR	Darinia
2	DBL	Diablintia
2	DCA	Deciatia
2	DEC	Deceanglia
2	ELA	Eblania
2	ELI	Elis
2	GAD	Gadir
2	GRT	Gortyna
2	GRV	Gravia
2	HCP	Heraclea Pontica
2	HKS	Halikarnassos
2	HMK	Hemeroskopeion
2	IGN	Ingaunia
2	INM	Intimilia
2	INT	Interamicia
2	IOI	Iliensia
2	IOL	Iol
2	ISI	Isindia
2	IVE	Ivernia
2	KIO	Kios
2	KTN	Kotennia
2	KTS	Kallatis
2	KUA	Kerkouane
2	KZK	Kyzikos
2	LGO	Lugonia
2	LUN	Leunia
2	MLO	Miletos
2	MNA	Manapia
2	MRC	Morecania
2	MRS	Marsia
2	NUC	Nuceria
2	ODS	Odessos
2	ORE	Oreos
2	ORM	Orgenomescia
2	ORO	Oroandia
2	PEL	Pelignia
2	PII	Pieria
2	PSH	Pishan
2	ROB	Robogdia
2	SCU	Siculia
2	SLN	Silenia
2	SNP	Sinope
2	SSG	Sagalassia
2	SUR	Seurria
2	TBU	Tiburia
2	TQF	Thaqif
2	TRM	Solymia
2	TRQ	Tirtaliquia
2	TYM	Tymandia
2	TYN	Tyndaria
2	TYR	Bastia
2	ULT	Voluntia
2	USD	Usdia
2	UTC	Utica
2	VDI	Vadinia
2	VEN	Venicnia
2	ZGY	Zygia
1	ACR	Acragas
1	AIG	Aigion
1	AMK	Ambracia
1	AMP	Amphissa
1	AMS	Amisos
1	ANO	Ancona
1	APO	Apollonia
1	ARD	Arkades
1	ASP	Chersos
1	AZA	Azania
1	BYB	Byblos
1	CDD	Calchedon
1	CNI	Coniscia
1	COC	Concania
1	CRO	Croton
1	DAL	Elaia
1	DLP	Delphi
1	DYM	Dyme
1	ELE	Elea
1	ELT	Eleutherna
1	EPD	Epidauros
1	EPM	Epidaurum
1	GEL	Gelas
1	HCL	Herakleia
1	HDR	Hadrametum
1	HEM	Herakleia Minoa
1	HMD	Homonadia
1	HPO	Hipponion
1	HRA	Heraia
1	HRM	Hermione
1	IBA	Ibasim
1	IEP	Ierapetra
1	KNO	Knossos
1	KOI	Krounoi
1	KRK	Korkyra
1	KRS	Kerausous
1	KYA	Kotyora
1	KYD	Kydonia
1	LAP	Lappa
1	LOC	Locri
1	LPR	Lepreon
1	LPT	Leptis Minor
1	LYT	Lyctus
1	MES	Mesembria
1	MET	Metapontum
1	MGA	Megara
1	MGL	Megalopolis
1	MND	Mundia
1	MST	Menesthei
1	MTE	Mantinea
1	MYL	Mosylon
1	OPO	Oponia
1	OPU	Opus
1	ORG	Orgame
1	OXB	Oxybia
1	PDL	Pednelissia
1	PHO	Elatea
1	PLE	Pellene
1	PRE	Praesos
1	PTA	Patrai
1	PYR	Polyrrhenia
1	RAU	Rauracia
1	RHG	Rhegium
1	SID	Sidon
1	SIN	Selinous
1	SIO	Sipontum
1	SMS	Sesamos
1	STP	Stymphalia
1	TAN	Tanagra
1	TAR	Tarentum
1	TEG	Tegea
1	THE	Thebes
1	THU	Thuria
1	TIE	Tieion
1	TMG	Tamagania
1	TMS	Tomis
1	TPS	Thapsus
1	TRA	Tarrha
1	TRN	Troizen
1	TYO	Tylos
1	VRR	Varrinia
